,price,ranks,title,no_of_reviews,ratings,author,cover_type,year,genre
427,14.48,35.0,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",20089.0,4.9,Sherri Duskey Rinker,Hardcover,2013,Fiction
428,14.61,36.0,Sycamore Row (Jake Brigance),36455.0,4.6,John Grisham,Hardcover,2013,Fiction
429,13.96,37.0,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",8638.0,4.4,William Davis,Hardcover,2013,Non Fiction
430,14.39,38.0,"The Pioneer Woman Cooksâ€•A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",4883.0,4.8,Ree Drummond,Hardcover,2013,Non Fiction
431,9.19,39.0,The Day the Crayons Quit,19898.0,4.8,Drew Daywalt,Hardcover,2013,Fiction
432,13.15,40.0,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",4798.0,4.8,Phil Robertson,Hardcover,2013,Non Fiction
433,4.93,41.0,The Very Hungry Caterpillar,54008.0,4.9,Eric Carle,Board book,2013,Fiction
434,12.9,42.0,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",2913.0,4.8,Brené Brown,Hardcover,2013,Non Fiction
435,19.99,43.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,1676.0,4.6,Stephen R. Covey,Paperback,2013,Non Fiction
436,9.66,44.0,Joyland (Hard Case Crime),10723.0,4.6,Stephen King,Paperback,2013,Fiction
437,13.99,45.0,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades Of Grey Series, 1)",60233.0,4.0,E L James,Paperback,2013,Fiction
438,15.29,46.0,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",278.0,4.6,Zhi Gang Sha,Hardcover,2013,Non Fiction
439,15.95,47.0,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,3106.0,4.1,Ian K. Smith M.D.,Hardcover,2013,Non Fiction
440,12.27,48.0,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",7980.0,4.7,Allie Brosh,Paperback,2013,Non Fiction
441,17.36,49.0,To Kill a Mockingbird,68841.0,4.8,Harper Lee,Mass Market Paperback,2013,Fiction
442,20.72,50.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",6296.0,4.6,Patrick Lencioni,Hardcover,2013,Non Fiction
443,14.54,51.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",33629.0,4.8,Laura Hillenbrand,Hardcover,2013,Non Fiction
444,21.5,52.0,Ender's Game (The Ender Quintet),18398.0,4.6,Orson Scott Card,Mass Market Paperback,2013,Fiction
445,6.92,53.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,29674.0,4.7,Brené Brown,Paperback,2013,Non Fiction
446,16.68,54.0,"The Cuckoo's Calling (A Cormoran Strike Novel, 1)",27919.0,4.2,Robert Galbraith,Hardcover,2013,Fiction
447,18.0,55.0,What to Expect When You're Expecting,29389.0,4.8,Heidi Murkoff,Paperback,2013,Non Fiction
448,10.61,56.0,America the Beautiful: Rediscovering What Made This Nation Great,3826.0,4.8,Ben Carson  M.D.,Paperback,2013,Non Fiction
449,17.36,57.0,The Liberty Amendments: Restoring the American Republic,4052.0,4.8,Mark R. Levin,Hardcover,2013,Non Fiction
450,16.5,58.0,ZEALOT: The Life and Times of Jesus of Nazareth,7011.0,4.4,Reza Aslan,Hardcover,2013,Non Fiction
451,11.8,59.0,The One and Only Ivan,19881.0,4.8,Katherine Applegate,Hardcover,2013,Fiction
452,16.5,60.0,Good to Great: Why Some Companies Make the Leap and Others Don't,5803.0,4.5,Jim Collins,Hardcover,2013,Non Fiction
453,8.24,61.0,SI-COLOGY 1: Tales and Wisdom from Duck Dynasty's Favorite Uncle,2029.0,4.7,Si Robertson,Hardcover,2013,Non Fiction
454,24.78,62.0,"IT'S ALL GOOD: Delicious, Easy Recipes That Will Make You Look Good and Feel Great",1418.0,4.4,Gwyneth Paltrow,Hardcover,2013,Non Fiction
455,15.71,63.0,Outliers: The Story of Success,22209.0,4.7,Malcolm Gladwell,Paperback,2013,Non Fiction
456,19.39,64.0,Jerusalem: A Cookbook,5149.0,4.8,Yotam Ottolenghi,Hardcover,2013,Non Fiction
457,35.47,65.0,"Becoming a Supple Leopard: Movement, Mobility, and Maintenance of the Human Animal",1483.0,4.7,Kelly Starrett,Hardcover,2013,Non Fiction
458,9.64,66.0,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",7763.0,4.6,David Perlmutter MD,Hardcover,2013,Non Fiction
459,8.99,67.0,Looking for Alaska,16845.0,4.6,John Green,Paperback,2013,Fiction
460,13.71,68.0,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,9853.0,4.6,Malala Yousafzai,Hardcover,2013,Non Fiction
461,4.98,69.0,Love You Forever,53161.0,4.9,Robert Munsch,Paperback,2013,Fiction
462,12.69,70.0,The Perks of Being a Wallflower,23935.0,4.7,Stephen Chbosky,Paperback,2013,Fiction
463,14.5,71.0,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,4391.0,4.6,Diane Sanfilippo,Paperback,2013,Non Fiction
464,19.49,72.0,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),38220.0,4.6,E L James,Paperback,2013,Fiction
465,13.32,73.0,"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting",11176.0,4.3,Dr Dr Michael Mosley,Hardcover,2013,Non Fiction
466,15.79,74.0,The Jesus Storybook Bible: Every Story Whispers His Name,11859.0,4.9,Sally Lloyd-Jones,Hardcover,2013,Non Fiction
467,15.99,75.0,Divergent / Insurgent,19457.0,4.6,Veronica Roth,Hardcover,2013,Fiction
468,10.5,76.0,How to Win Friends & Influence People,79094.0,4.7,Dale Carnegie,Paperback,2013,Non Fiction
469,22.07,77.0,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",2638.0,4.6,Doris Kearns Goodwin,Hardcover,2013,Non Fiction
470,11.69,78.0,The Hunger Games (Book 1),42770.0,4.7,Suzanne Collins,Paperback,2013,Fiction
471,9.2,79.0,ObamaCare Survival Guide: The Affordable Care Act and What It Means for You and Your Healthcare,1003.0,3.8,Nick J. Tate,Paperback,2013,Non Fiction
472,9.49,80.0,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,19005.0,4.7,Jonathan Cahn,Paperback,2013,Fiction
473,12.1,81.0,The Immortal Life of Henrietta Lacks,16936.0,4.7,Rebecca Skloot,Paperback,2013,Non Fiction
474,5.49,82.0,Night (Night),8573.0,4.7,Elie Wiesel,Paperback,2013,Non Fiction
475,13.99,83.0,Fifty Shades Darker,32887.0,4.5,E L James,Paperback,2013,Fiction
476,12.99,84.0,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",9950.0,4.5,Joel Fuhrman MD,Paperback,2013,Non Fiction
477,9.79,85.0,"Forks Over Knives: The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",13075.0,4.5,Del Sroufe,Paperback,2013,Non Fiction
478,13.88,86.0,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)",32375.0,4.5,E L James,Paperback,2013,Fiction
479,25.0,87.0,The Alchemist,3816.0,4.7,Paulo Coelho,Paperback,2013,Fiction
480,8.99,88.0,The Catcher in the Rye,30925.0,4.5,J.D. Salinger,Mass Market Paperback,2013,Fiction
481,8.55,89.0,Mindset: The New Psychology of Success,13911.0,4.6,Carol S. Dweck,Paperback,2013,Non Fiction
482,19.59,90.0,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",2277.0,4.4,William Davis,Hardcover,2013,Non Fiction
483,75.49,91.0,MyMathLab: Student Access Kit,4558.0,4.2,Hall H Pearson Education,Printed Access Code,2013,Non Fiction
484,9.48,92.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",24552.0,4.8,Valorie Schaefer,Paperback,2013,Non Fiction
485,19.19,93.0,The Power of Habit: Why We Do What We Do in Life and Business,22727.0,4.7,Charles Duhigg,Hardcover,2013,Non Fiction
486,16.39,94.0,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,7514.0,4.7,Naoki Higashida,Hardcover,2013,Non Fiction
487,15.64,95.0,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",2349.0,4.5,Tom Rath,Hardcover,2013,Non Fiction
488,9.87,96.0,Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,463.0,4.3,Kaplan,Paperback,2013,Non Fiction
489,16.25,97.0,The Longest Ride,13380.0,4.7,Nicholas Sparks,Hardcover,2013,Fiction
490,15.59,98.0,Life Code: The New Rules for Winning in the Real World,3901.0,4.4,Phil McGraw,Hardcover,2013,Non Fiction
491,12.8,99.0,The Lego Ideas Book: Unlock Your Imagination,9887.0,4.5,Daniel Lipkowitz,Hardcover,2013,Non Fiction
492,19.81,100.0,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",13061.0,4.8,Robert Jordan,Hardcover,2013,Fiction
493,18.29,1.0,StrengthsFinder 2.0,7082.0,4.1,Gallup,Hardcover,2014,Non Fiction
494,5.91,2.0,Frozen (Little Golden Book),7183.0,4.8,RH Disney,Hardcover,2014,Fiction
495,4.99,3.0,Laugh-Out-Loud Jokes for Kids,10751.0,4.6,Rob Elliott,Paperback,2014,Non Fiction
496,6.1,4.0,The Fault in Our Stars,62089.0,4.7,John Green,Paperback,2014,Fiction
497,11.99,5.0,Diary of a Wimpy Kid: The Long Haul,13520.0,4.8,Jeff Kinney,Hardcover,2014,Fiction
498,13.3,6.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,18840.0,4.7,Randall Munroe,Hardcover,2014,Non Fiction
499,11.49,7.0,"The Blood of Olympus (The Heroes of Olympus, 5)",15170.0,4.8,Rick Riordan,Hardcover,2014,Fiction
500,7.53,8.0,"Jesus Calling, Padded Hardcover, with Scripture references",31196.0,4.9,Sarah Young,Hardcover,2014,Non Fiction
501,12.79,9.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",33629.0,4.8,Laura Hillenbrand,Paperback,2014,Non Fiction
502,6.99,10.0,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,4838.0,4.6,DK,Paperback,2014,Fiction
503,9.19,11.0,The Day the Crayons Quit,19898.0,4.8,Drew Daywalt,Hardcover,2014,Fiction
504,8.0,12.0,Divergent,9701.0,4.7,Veronica Roth,Paperback,2014,Fiction
505,11.06,13.0,The Fault in Our Stars,62089.0,4.7,John Green,Hardcover,2014,Fiction
506,8.48,14.0,"Oh, the Places You'll Go!",42848.0,4.9,Dr. Seuss,Hardcover,2014,Fiction
507,17.36,15.0,To Kill a Mockingbird,68841.0,4.8,Harper Lee,Mass Market Paperback,2014,Fiction
508,15.99,16.0,Gone Girl,66978.0,4.1,Gillian Flynn,Paperback,2014,Fiction
509,6.99,17.0,The Book Thief,34536.0,4.7,Markus Zusak,Paperback,2014,Fiction
510,41.0,18.0,The Official SAT Study Guide,1526.0,4.4,The College Board,Paperback,2014,Non Fiction
511,15.38,19.0,Humans of New York,5377.0,4.8,Brandon Stanton,Hardcover,2014,Non Fiction
512,22.33,20.0,The Goldfinch: A Novel (Pulitzer Prize for Fiction),42846.0,4.0,Donna Tartt,Hardcover,2014,Fiction
513,144.0,21.0,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",12114.0,4.7,American Psychiatric Association,Paperback,2014,Non Fiction
514,9.67,22.0,Wonder,35698.0,4.8,R. J. Palacio,Hardcover,2014,Fiction
515,9.9,23.0,The Book with No Pictures,16882.0,4.8,B. J. Novak,Hardcover,2014,Fiction
516,9.99,24.0,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),5033.0,4.9,Rush Limbaugh,Hardcover,2014,Fiction
517,23.99,25.0,The 5 Love Languages: The Secret to Love That Lasts,7012.0,4.7,Gary Chapman,Paperback,2014,Non Fiction
518,4.44,26.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),5687.0,4.5,Rob Elliott,Paperback,2014,Fiction
519,8.15,27.0,JOURNEY TO THE ICE P,1094.0,4.6,RH Disney,Paperback,2014,Fiction
520,24.29,28.0,"Publication Manual of the American Psychological Association, 6th Edition",12674.0,4.5,American Psychological Association,Paperback,2014,Non Fiction
521,9.99,29.0,Little Blue Truck,1958.0,4.9,Alice Schertle,Board book,2014,Fiction
522,17.4,30.0,Make It Ahead: A Barefoot Contessa Cookbook,2226.0,4.6,Ina Garten,Hardcover,2014,Non Fiction
523,4.78,31.0,First 100 Words: A Padded Board Book,35236.0,4.7,Roger Priddy,Board book,2014,Non Fiction
524,9.99,32.0,If I Stay,9994.0,4.4,Gayle Forman,Paperback,2014,Fiction
525,25.64,33.0,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,33321.0,4.7,George R. R. Martin,Mass Market Paperback,2014,Fiction
526,15.99,34.0,Divergent / Insurgent,19457.0,4.6,Veronica Roth,Hardcover,2014,Fiction
527,19.38,35.0,Capital in the Twenty First Century,4573.0,4.5,Thomas Piketty,Hardcover,2014,Non Fiction
528,11.78,36.0,Orphan Train,25199.0,4.6,Christina Baker Kline,Paperback,2014,Fiction
529,8.55,37.0,Mindset: The New Psychology of Success,13911.0,4.6,Carol S. Dweck,Paperback,2014,Non Fiction
530,10.5,38.0,How to Win Friends & Influence People,79094.0,4.7,Dale Carnegie,Paperback,2014,Non Fiction
531,4.93,39.0,The Very Hungry Caterpillar,54008.0,4.9,Eric Carle,Board book,2014,Fiction
532,18.98,40.0,All the Light We Cannot See,67291.0,4.6,Anthony Doerr,Hardcover,2014,Fiction
533,9.64,41.0,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",7763.0,4.6,David Perlmutter MD,Hardcover,2014,Non Fiction
534,14.54,42.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",33629.0,4.8,Laura Hillenbrand,Hardcover,2014,Non Fiction
535,25.99,43.0,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),14418.0,4.6,Thug Kitchen,Hardcover,2014,Non Fiction
536,25.0,44.0,The Alchemist,3816.0,4.7,Paulo Coelho,Paperback,2014,Fiction
537,8.99,45.0,Looking for Alaska,16845.0,4.6,John Green,Paperback,2014,Fiction
538,6.79,46.0,The Great Gatsby: The Only Authorized Edition,18656.0,4.5,F. Scott Fitzgerald,Paperback,2014,Fiction
539,14.03,47.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,31128.0,4.8,Daniel James Brown,Paperback,2014,Non Fiction
540,4.98,48.0,Love You Forever,53161.0,4.9,Robert Munsch,Paperback,2014,Fiction
541,9.57,49.0,The Maze Runner (Book 1),15611.0,4.6,James Dashner,Paperback,2014,Fiction
542,12.04,51.0,Allegiant,24591.0,3.9,Veronica Roth,Hardcover,2014,Fiction
543,15.99,52.0,Yes Please,5531.0,4.3,Amy Poehler,Hardcover,2014,Non Fiction
